band,a_min,s_max,top_n,selector,entry_id,repetition,eligible_count,status,selected_line_id,seed,reproducible,selected_weight,minimum_weight,maximum_weight,maximum_weight_ratio,selected_abstraction_similarity,selected_surface_similarity,selected_domain_primary
neighbor,0.425,0.4,10,dual_margin_band_center,E005,2,6,line,L067,15748930167514970636,true,0.98627157,0.79738839,1.04972673,1.316456,0.47496179,0.35715443,change
neighbor,0.425,0.4,10,dual_margin_band_center,E005,3,5,line,L012,16753612837345930773,true,1.16491375,0.97854267,1.16491375,1.1904578,0.48708478,0.35046519,uncertainty
neighbor,0.425,0.4,10,dual_margin_band_center,E006,1,6,line,L055,10262907433805545832,true,0.93332564,0.82440882,1.05197648,1.27603738,0.46116804,0.31585709,failure
neighbor,0.425,0.4,10,dual_margin_band_center,E006,2,4,line,L023,18042843141699994572,true,0.89064784,0.82479455,1.05197648,1.27544062,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E006,3,4,line,L023,1163312150509658095,true,0.89064784,0.82479455,1.05197648,1.27544062,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E007,1,9,line,L071,1123868814260843555,true,0.9092013,0.81085276,1.08322183,1.33590447,0.55672482,0.36771435,loss
neighbor,0.425,0.4,10,dual_margin_band_center,E007,2,9,line,L022,17707032008760263518,true,0.91051447,0.82180566,0.95852648,1.16636636,0.45749242,0.29381087,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E007,3,9,line,L076,15890260528026092210,true,0.95300549,0.82180566,0.95852648,1.16636636,0.46465665,0.24737956,loss
neighbor,0.425,0.4,10,dual_margin_band_center,E008,1,1,line,L024,9089463680271204443,true,1.25,1.25,1.25,1.0,0.45418066,0.33264434,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E008,2,4,line,L101,1622075943198844954,true,0.77192519,0.77192519,1.00066437,1.29632299,0.42650536,0.34201367,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E008,3,3,line,L082,10835537203951822082,true,0.89203018,0.89203018,1.25,1.40129789,0.4420239,0.35274282,self
neighbor,0.425,0.4,10,dual_margin_band_center,E009,1,5,line,L036,15737626019537287687,true,0.91280542,0.81579166,0.93217884,1.14266777,0.57557845,0.35841569,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E009,2,3,line,L034,7017005612764680389,true,1.25,0.78035412,1.25,1.60183687,0.47160783,0.18616093,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E009,3,7,line,L045,16654790029986043526,true,0.97156939,0.91280542,1.06531257,1.1670752,0.54551964,0.33597565,work
neighbor,0.425,0.4,10,dual_margin_band_center,E010,1,6,line,L007,7474984048184739343,true,0.91103818,0.78220526,0.95781735,1.22450897,0.45563553,0.26188547,choice
neighbor,0.425,0.4,10,dual_margin_band_center,E010,2,4,line,L087,13968013845702785015,true,0.79325232,0.79325232,1.02319232,1.28986994,0.6279804,0.39540397,self
neighbor,0.425,0.4,10,dual_margin_band_center,E010,3,6,line,L031,2342842644922167404,true,0.92789558,0.78220526,1.00165784,1.28055626,0.4930794,0.35939074,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E011,1,6,line,L021,15445412766682343378,true,0.90055281,0.82791536,1.01173859,1.22203142,0.45114529,0.29820927,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E011,2,6,line,L082,16452615835445950093,true,0.85936677,0.82791536,1.01173859,1.22203142,0.44389351,0.32516403,self
neighbor,0.425,0.4,10,dual_margin_band_center,E011,3,9,line,L032,2807033777464634395,true,1.01173859,0.83131878,1.05288361,1.26652211,0.53023901,0.32661157,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E012,1,7,line,L082,9319747233651277781,true,0.90008922,0.80597239,1.24970234,1.5505523,0.51419189,0.36664174,self
neighbor,0.425,0.4,10,dual_margin_band_center,E012,2,5,line,L035,8099451354487219362,true,0.9101854,0.79594289,1.06888539,1.3429172,0.56304561,0.36599469,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E012,3,7,line,L022,6717569070870376100,true,1.24458587,0.80680387,1.24458587,1.54261266,0.58195648,0.24200782,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E013,1,2,line,L101,12514979856087306974,true,1.25,0.90576652,1.25,1.3800466,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E013,2,2,line,L101,10562541228388731142,true,1.25,0.90576652,1.25,1.3800466,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E013,3,2,line,L101,16840386472138250256,true,1.25,0.86289523,1.25,1.44861155,0.51629422,0.33099117,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E014,1,0,silence,,4994277167912552707,true,,,,,,,
neighbor,0.425,0.4,10,dual_margin_band_center,E014,2,0,silence,,17154228650628662984,true,,,,,,,
neighbor,0.425,0.4,10,dual_margin_band_center,E014,3,0,silence,,11828780811247916003,true,,,,,,,
neighbor,0.425,0.4,10,dual_margin_band_center,E015,1,9,line,L037,5108536779453357120,true,0.9396139,0.81551003,1.14653007,1.40590554,0.45500722,0.2336148,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E015,2,7,line,L004,4963155642254140804,true,0.931814,0.92361379,1.15249052,1.24780567,0.4801776,0.34903811,choice
neighbor,0.425,0.4,10,dual_margin_band_center,E015,3,7,line,L088,16652227655731484285,true,1.01414825,0.92378758,1.15249052,1.24757091,0.46843045,0.23145982,self
neighbor,0.425,0.4,10,dual_margin_band_center,E016,1,9,line,L024,7643935400145056541,true,0.86687382,0.7794344,0.95593624,1.22644861,0.44371644,0.27476525,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E016,2,9,line,L106,17827920318451893469,true,0.94945712,0.90709504,1.11123663,1.22504983,0.4740658,0.35841907,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E016,3,9,line,L114,2023343022544715862,true,0.80119035,0.78035726,1.01784831,1.30433632,0.43326794,0.3460203,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E017,1,5,line,L095,10219562820779695759,true,0.97227409,0.94218257,1.18931235,1.262295,0.48292206,0.3584124,time
neighbor,0.425,0.4,10,dual_margin_band_center,E017,2,2,line,L064,11457425130941659040,true,0.84494387,0.84494387,0.9136492,1.08131348,0.48530162,0.38642203,change
neighbor,0.425,0.4,10,dual_margin_band_center,E017,3,7,line,L107,15934300896051240561,true,1.05285343,0.81855738,1.11071486,1.35691754,0.45115981,0.22011605,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E018,1,8,line,L118,15936931154767373137,true,1.04640198,0.78860736,1.20640727,1.52979459,0.4686331,0.27811751,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E018,2,0,silence,,5212375706318490410,true,,,,,,,
neighbor,0.425,0.4,10,dual_margin_band_center,E018,3,8,line,L102,10842978474012102864,true,0.93721533,0.9045483,1.13956058,1.25981176,0.5916111,0.3536098,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E019,1,5,line,L055,2482854344084269788,true,0.90038837,0.88211149,1.25,1.41705444,0.43864586,0.32009608,failure
neighbor,0.425,0.4,10,dual_margin_band_center,E019,2,8,line,L013,847488523742959676,true,1.25,0.76934212,1.25,1.62476481,0.50304362,0.19491762,uncertainty
neighbor,0.425,0.4,10,dual_margin_band_center,E019,3,5,line,L043,12999710830113562700,true,0.97453047,0.88720705,1.1628478,1.31068368,0.44744407,0.2539084,work
neighbor,0.425,0.4,10,dual_margin_band_center,E020,1,8,line,L042,17570569190978810571,true,0.99224168,0.81289907,1.09619696,1.34850316,0.55722802,0.33421199,work
neighbor,0.425,0.4,10,dual_margin_band_center,E020,2,8,line,L068,14777161230378505879,true,0.94652937,0.91799973,1.0479191,1.14152441,0.48590655,0.33357445,change
neighbor,0.425,0.4,10,dual_margin_band_center,E020,3,8,line,L115,14078745486532302547,true,1.09619696,0.81289907,1.09619696,1.34850316,0.50774336,0.24053052,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E021,1,8,line,L033,4273160823726804535,true,0.96651814,0.86461999,1.01860954,1.17810085,0.46741523,0.21012102,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E021,2,10,line,L022,4780355652012951342,true,0.93004251,0.82383081,1.15968307,1.4076714,0.46066697,0.13873288,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E021,3,10,line,L031,9564867978829526387,true,1.03628699,0.88669557,1.21512778,1.37040019,0.47209261,0.25397302,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E022,1,5,line,L054,7567060495963791278,true,1.16316117,0.96416254,1.25,1.2964619,0.50542412,0.24516813,failure
neighbor,0.425,0.4,10,dual_margin_band_center,E022,2,5,line,L063,2550724108362446449,true,1.24946096,0.97034954,1.24946096,1.28764009,0.53843198,0.23077668,change
neighbor,0.425,0.4,10,dual_margin_band_center,E022,3,5,line,L027,10428351203441084270,true,1.1645779,0.97034954,1.24946096,1.28764009,0.51387328,0.25064178,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E023,1,6,line,L068,12225648772027476851,true,0.9178289,0.82293512,1.12050866,1.36160025,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,dual_margin_band_center,E023,2,6,line,L068,15146102931498470855,true,0.9178289,0.82293512,1.12050866,1.36160025,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,dual_margin_band_center,E023,3,6,line,L048,11516105883259442250,true,0.87991986,0.82293512,1.12050866,1.36160025,0.43255274,0.35975242,work
neighbor,0.425,0.4,10,dual_margin_band_center,E024,1,6,line,L068,330473171419209412,true,0.87063843,0.87063843,1.20676979,1.38607457,0.51061319,0.38063633,change
neighbor,0.425,0.4,10,dual_margin_band_center,E024,2,5,line,L032,16825835966078418111,true,1.02476052,0.89419144,1.13833506,1.27303282,0.51159863,0.28990894,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E024,3,6,line,L004,1150077449655025461,true,1.12461649,0.856586,1.20676979,1.40881335,0.54731384,0.27197478,choice
neighbor,0.425,0.4,10,dual_margin_band_center,E025,1,10,line,L076,5288228495175161201,true,0.84113059,0.79600736,1.21855719,1.53083659,0.43309741,0.19088503,loss
neighbor,0.425,0.4,10,dual_margin_band_center,E025,2,10,line,L066,12352902315759129894,true,0.95871747,0.88911077,1.23469253,1.38868247,0.46094501,0.27486681,change
neighbor,0.425,0.4,10,dual_margin_band_center,E025,3,9,line,L085,17327024317641569776,true,1.03195554,0.80542358,1.24739696,1.54874651,0.45776486,0.2700306,self
neighbor,0.425,0.4,10,dual_margin_band_center,E026,1,3,line,L114,7461710069461762370,true,0.99130642,0.7774499,1.25,1.60782065,0.46057759,0.3418251,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E026,2,4,line,L007,18098212098119025639,true,1.18836433,0.89622497,1.18836433,1.32596655,0.46068326,0.26683279,choice
neighbor,0.425,0.4,10,dual_margin_band_center,E026,3,5,line,L043,5106098356127507995,true,1.05484975,0.90699841,1.22587505,1.35157353,0.46338045,0.3131226,work
neighbor,0.425,0.4,10,dual_margin_band_center,E027,1,4,line,L031,12710915507337412627,true,1.00288227,0.91188807,1.24138801,1.36133815,0.47089164,0.24453802,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E027,2,8,line,L023,6417914055427047881,true,0.9173694,0.76087942,1.05808288,1.3906052,0.46308813,0.28899052,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E027,3,4,line,L031,2737858224479029675,true,0.97169679,0.91188807,1.1859206,1.30051114,0.46855269,0.24453802,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E028,1,8,line,L107,16856995648896496,true,0.936994,0.76579624,1.02586978,1.33961193,0.48925781,0.22831233,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E028,2,9,line,L097,6279286373351141716,true,1.02586978,0.79527594,1.02586978,1.28995449,0.77156645,0.33459265,time
neighbor,0.425,0.4,10,dual_margin_band_center,E028,3,8,line,L014,10423223718057304698,true,0.88304628,0.76580803,1.02586978,1.33959131,0.48983729,0.34648482,uncertainty
neighbor,0.425,0.4,10,dual_margin_band_center,E029,1,8,line,L034,6883957246945208592,true,1.11592996,0.85763808,1.11592996,1.30116652,0.48242462,0.24938173,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E029,2,6,line,L117,5957727193249846668,true,1.02603863,0.86637595,1.18357524,1.366122,0.46079717,0.25932428,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E029,3,8,line,L017,15557198007359036769,true,1.25,0.83983818,1.25,1.48838196,0.55317611,0.10202789,uncertainty
neighbor,0.425,0.4,10,dual_margin_band_center,E030,1,6,line,L044,9683567800026816012,true,0.91685,0.79572738,1.19943285,1.50734143,0.45699288,0.24722714,work
neighbor,0.425,0.4,10,dual_margin_band_center,E030,2,6,line,L117,15328553586266511351,true,1.02852324,0.81169436,1.2377013,1.52483664,0.48240944,0.28183646,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E030,3,6,line,L117,10308303624880637439,true,1.00986824,0.80709146,1.2313808,1.52570168,0.48312128,0.28183646,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E031,1,7,line,L064,12794797496014467620,true,0.83269644,0.77978364,1.21357461,1.55629657,0.43045227,0.3131894,change
neighbor,0.425,0.4,10,dual_margin_band_center,E031,2,8,line,L105,12967263327635345140,true,0.95128163,0.75053757,1.23015269,1.63902879,0.4752235,0.31395301,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E031,3,7,line,L105,12688601981085555976,true,0.99867221,0.7922482,1.20773034,1.52443432,0.47269659,0.31395301,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E032,1,7,line,L042,15363036219394373628,true,0.86238995,0.86238995,1.05797045,1.22678894,0.55860899,0.3735743,work
neighbor,0.425,0.4,10,dual_margin_band_center,E032,2,5,line,L105,2250051636181321151,true,1.07297463,0.87158723,1.07297463,1.23105822,0.49785887,0.24185273,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E032,3,6,line,L042,9305075733112308375,true,0.86177031,0.86177031,1.03885703,1.20549179,0.57420882,0.3735743,work
neighbor,0.425,0.4,10,dual_margin_band_center,E033,1,7,line,L035,2334393918895814645,true,0.97882492,0.7624391,1.12620876,1.47711307,0.58995538,0.35108554,relationship
neighbor,0.425,0.4,10,dual_margin_band_center,E033,2,7,line,L082,954997009096998732,true,0.78783931,0.78435739,1.13626976,1.4486633,0.42878421,0.27164553,self
neighbor,0.425,0.4,10,dual_margin_band_center,E033,3,6,line,L106,15871875286480241601,true,0.85431516,0.75395782,0.92282013,1.22396786,0.49865828,0.37847858,expectation
neighbor,0.425,0.4,10,dual_margin_band_center,E034,1,6,line,L046,1842886833937335187,true,0.93192804,0.75075439,1.08632748,1.44698119,0.56218715,0.34859445,work
neighbor,0.425,0.4,10,dual_margin_band_center,E034,2,6,line,L088,2770733435912147992,true,0.81308914,0.7521906,1.25,1.66181284,0.4435479,0.38110717,self
neighbor,0.425,0.4,10,dual_margin_band_center,E034,3,6,line,L088,13816464800827979821,true,0.79074273,0.79074273,1.24734548,1.57743527,0.43086661,0.38110717,self
neighbor,0.425,0.4,10,dual_margin_band_center,E035,1,5,line,L111,14914593227553786428,true,0.82321866,0.77126097,1.22285181,1.58552274,0.43843297,0.38032982,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E035,2,6,line,L111,6882861025263232741,true,0.81247624,0.81247624,1.25,1.53850654,0.43628085,0.38032982,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E035,3,6,line,L072,10831108169839833784,true,1.05844081,0.84002081,1.05844081,1.26001737,0.45707621,0.20116315,loss
neighbor,0.425,0.4,10,dual_margin_band_center,E036,1,9,line,L117,2100214599939928499,true,1.00370077,0.819449,1.11105948,1.35586166,0.4730362,0.21741543,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E036,2,4,line,L114,4750442612808793486,true,0.88781185,0.76379151,0.89576633,1.17278907,0.46669447,0.358757,daily_life
neighbor,0.425,0.4,10,dual_margin_band_center,E036,3,9,line,L065,13410304871280061412,true,0.91575849,0.819449,1.11105948,1.35586166,0.45793521,0.29351281,change
neighbor,0.425,0.4,10,rank_fusion,E001,1,5,line,L105,10418858375838657071,true,0.925,0.75,1.2,1.6,0.45954306,0.31184876,expectation
neighbor,0.425,0.4,10,rank_fusion,E001,2,5,line,L008,9586743709219150784,true,0.95,0.825,1.25,1.51515152,0.51076583,0.33863505,choice
neighbor,0.425,0.4,10,rank_fusion,E001,3,5,line,L102,592022256592927774,true,1.2,0.825,1.2,1.45454545,0.67227799,0.28345473,expectation
neighbor,0.425,0.4,10,rank_fusion,E002,1,6,line,L014,1815355824330082398,true,1.09,0.81,1.13,1.39506173,0.49814276,0.35131283,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E002,2,5,line,L101,18076360836035844122,true,0.95,0.9,1.25,1.38888889,0.45774265,0.32990119,expectation
neighbor,0.425,0.4,10,rank_fusion,E002,3,5,line,L033,3549279955528802194,true,1.25,0.9,1.25,1.38888889,0.50902639,0.15610312,relationship
neighbor,0.425,0.4,10,rank_fusion,E003,1,9,line,L004,9795306835945811074,true,1.25,0.85,1.25,1.47058824,0.55661925,0.17748176,choice
neighbor,0.425,0.4,10,rank_fusion,E003,2,5,line,L012,17565425801133371163,true,1.0,0.875,1.2,1.37142857,0.45609141,0.1963141,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E003,3,9,line,L004,14691705969429648236,true,1.175,0.8625,1.175,1.36231884,0.52711788,0.17748176,choice
neighbor,0.425,0.4,10,rank_fusion,E004,1,4,line,L014,7307250828110910356,true,0.91666667,0.91666667,1.08333333,1.18181818,0.46012077,0.29672754,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E004,2,5,line,L015,1221977699985596942,true,0.75,0.75,1.25,1.66666667,0.42634336,0.33712419,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E004,3,4,line,L011,14426421530041133937,true,1.05,0.91666667,1.08333333,1.18181818,0.49460933,0.38158767,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E005,1,4,line,L107,7282619217601536890,true,1.05,0.88333333,1.05,1.18867925,0.51433535,0.35910134,expectation
neighbor,0.425,0.4,10,rank_fusion,E005,2,6,line,L067,15748930167514970636,true,0.99,0.79,1.15,1.4556962,0.47496179,0.35715443,change
neighbor,0.425,0.4,10,rank_fusion,E005,3,5,line,L012,16753612837345930773,true,1.15,0.95,1.15,1.21052632,0.48708478,0.35046519,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E006,1,6,line,L055,10262907433805545832,true,0.99,0.83,1.21,1.45783133,0.46116804,0.31585709,failure
neighbor,0.425,0.4,10,rank_fusion,E006,2,4,line,L023,18042843141699994572,true,0.91666667,0.91666667,1.18333333,1.29090909,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,rank_fusion,E006,3,4,line,L023,1163312150509658095,true,0.91666667,0.91666667,1.18333333,1.29090909,0.49999514,0.35435937,relationship
neighbor,0.425,0.4,10,rank_fusion,E007,1,9,line,L071,1123868814260843555,true,1.075,0.75,1.1125,1.48333333,0.55672482,0.36771435,loss
neighbor,0.425,0.4,10,rank_fusion,E007,2,9,line,L022,17707032008760263518,true,1.025,0.8625,1.1125,1.28985507,0.45749242,0.29381087,relationship
neighbor,0.425,0.4,10,rank_fusion,E007,3,9,line,L076,15890260528026092210,true,1.1125,0.8625,1.1125,1.28985507,0.46465665,0.24737956,loss
neighbor,0.425,0.4,10,rank_fusion,E008,1,1,line,L024,9089463680271204443,true,1.0,1.0,1.0,1.0,0.45418066,0.33264434,relationship
neighbor,0.425,0.4,10,rank_fusion,E008,2,4,line,L101,1622075943198844954,true,0.81666667,0.81666667,1.15,1.40816327,0.42650536,0.34201367,expectation
neighbor,0.425,0.4,10,rank_fusion,E008,3,3,line,L082,10835537203951822082,true,0.9,0.85,1.25,1.47058824,0.4420239,0.35274282,self
neighbor,0.425,0.4,10,rank_fusion,E009,1,5,line,L036,15737626019537287687,true,1.05,0.875,1.1,1.25714286,0.57557845,0.35841569,relationship
neighbor,0.425,0.4,10,rank_fusion,E009,2,3,line,L034,7017005612764680389,true,1.25,0.85,1.25,1.47058824,0.47160783,0.18616093,relationship
neighbor,0.425,0.4,10,rank_fusion,E009,3,7,line,L045,16654790029986043526,true,1.03333333,0.9,1.1,1.22222222,0.54551964,0.33597565,work
neighbor,0.425,0.4,10,rank_fusion,E010,1,6,line,L007,7474984048184739343,true,1.01,0.87,1.05,1.20689655,0.45563553,0.26188547,choice
neighbor,0.425,0.4,10,rank_fusion,E010,2,4,line,L087,13968013845702785015,true,1.05,0.91666667,1.08333333,1.18181818,0.6279804,0.39540397,self
neighbor,0.425,0.4,10,rank_fusion,E010,3,6,line,L031,2342842644922167404,true,1.01,0.87,1.05,1.20689655,0.4930794,0.35939074,relationship
neighbor,0.425,0.4,10,rank_fusion,E011,1,6,line,L021,15445412766682343378,true,0.97,0.83,1.09,1.31325301,0.45114529,0.29820927,relationship
neighbor,0.425,0.4,10,rank_fusion,E011,2,6,line,L082,16452615835445950093,true,0.83,0.83,1.09,1.31325301,0.44389351,0.32516403,self
neighbor,0.425,0.4,10,rank_fusion,E011,3,9,line,L032,2807033777464634395,true,1.1,0.8125,1.1125,1.36923077,0.53023901,0.32661157,relationship
neighbor,0.425,0.4,10,rank_fusion,E012,1,7,line,L082,9319747233651277781,true,0.88333333,0.8,1.2,1.5,0.51419189,0.36664174,self
neighbor,0.425,0.4,10,rank_fusion,E012,2,5,line,L035,8099451354487219362,true,1.0,0.75,1.125,1.5,0.56304561,0.36599469,relationship
neighbor,0.425,0.4,10,rank_fusion,E012,3,7,line,L022,6717569070870376100,true,1.2,0.83333333,1.2,1.44,0.58195648,0.24200782,relationship
neighbor,0.425,0.4,10,rank_fusion,E013,1,2,line,L101,12514979856087306974,true,1.25,0.75,1.25,1.66666667,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,rank_fusion,E013,2,2,line,L101,10562541228388731142,true,1.25,0.75,1.25,1.66666667,0.52363832,0.33099117,expectation
neighbor,0.425,0.4,10,rank_fusion,E013,3,2,line,L101,16840386472138250256,true,1.25,0.75,1.25,1.66666667,0.51629422,0.33099117,expectation
neighbor,0.425,0.4,10,rank_fusion,E014,1,0,silence,,4994277167912552707,true,,,,,,,
neighbor,0.425,0.4,10,rank_fusion,E014,2,0,silence,,17154228650628662984,true,,,,,,,
neighbor,0.425,0.4,10,rank_fusion,E014,3,0,silence,,11828780811247916003,true,,,,,,,
neighbor,0.425,0.4,10,rank_fusion,E015,1,9,line,L037,5108536779453357120,true,1.0125,0.8125,1.15,1.41538462,0.45500722,0.2336148,relationship
neighbor,0.425,0.4,10,rank_fusion,E015,2,7,line,L004,4963155642254140804,true,1.0,0.81666667,1.15,1.40816327,0.4801776,0.34903811,choice
neighbor,0.425,0.4,10,rank_fusion,E015,3,7,line,L088,16652227655731484285,true,1.05,0.81666667,1.15,1.40816327,0.46843045,0.23145982,self
neighbor,0.425,0.4,10,rank_fusion,E016,1,9,line,L024,7643935400145056541,true,1.0875,0.825,1.1875,1.43939394,0.44371644,0.27476525,relationship
neighbor,0.425,0.4,10,rank_fusion,E016,2,9,line,L095,17827920318451893469,true,1.075,0.825,1.2125,1.46969697,0.48255012,0.34405922,time
neighbor,0.425,0.4,10,rank_fusion,E016,3,9,line,L114,2023343022544715862,true,0.875,0.7875,1.1625,1.47619048,0.43326794,0.3460203,daily_life
neighbor,0.425,0.4,10,rank_fusion,E017,1,5,line,L095,10219562820779695759,true,0.975,0.95,1.15,1.21052632,0.48292206,0.3584124,time
neighbor,0.425,0.4,10,rank_fusion,E017,2,2,line,L064,11457425130941659040,true,1.05,0.95,1.05,1.10526316,0.48530162,0.38642203,change
neighbor,0.425,0.4,10,rank_fusion,E017,3,7,line,L107,15934300896051240561,true,1.0,0.78333333,1.18333333,1.5106383,0.45115981,0.22011605,expectation
neighbor,0.425,0.4,10,rank_fusion,E018,1,8,line,L118,15936931154767373137,true,1.06428571,0.86428571,1.20714286,1.39669421,0.4686331,0.27811751,daily_life
neighbor,0.425,0.4,10,rank_fusion,E018,2,0,silence,,5212375706318490410,true,,,,,,,
neighbor,0.425,0.4,10,rank_fusion,E018,3,8,line,L102,10842978474012102864,true,1.05,0.80714286,1.20714286,1.49557522,0.5916111,0.3536098,expectation
neighbor,0.425,0.4,10,rank_fusion,E019,1,5,line,L055,2482854344084269788,true,0.825,0.825,1.25,1.51515152,0.43864586,0.32009608,failure
neighbor,0.425,0.4,10,rank_fusion,E019,2,8,line,L013,847488523742959676,true,1.25,0.82142857,1.25,1.52173913,0.50304362,0.19491762,uncertainty
neighbor,0.425,0.4,10,rank_fusion,E019,3,5,line,L043,12999710830113562700,true,0.925,0.925,1.1,1.18918919,0.44744407,0.2539084,work
neighbor,0.425,0.4,10,rank_fusion,E020,1,8,line,L042,17570569190978810571,true,1.05,0.77857143,1.17857143,1.51376147,0.55722802,0.33421199,work
neighbor,0.425,0.4,10,rank_fusion,E020,2,8,line,L068,14777161230378505879,true,0.99285714,0.89285714,1.15,1.288,0.48590655,0.33357445,change
neighbor,0.425,0.4,10,rank_fusion,E020,3,8,line,L115,14078745486532302547,true,1.17857143,0.77857143,1.17857143,1.51376147,0.50774336,0.24053052,daily_life
neighbor,0.425,0.4,10,rank_fusion,E021,1,8,line,L033,4273160823726804535,true,1.03571429,0.87857143,1.10714286,1.2601626,0.46741523,0.21012102,relationship
neighbor,0.425,0.4,10,rank_fusion,E021,2,10,line,L022,4780355652012951342,true,1.01666667,0.78333333,1.20555556,1.53900709,0.46066697,0.13873288,relationship
neighbor,0.425,0.4,10,rank_fusion,E021,3,10,line,L031,9564867978829526387,true,1.06111111,0.88333333,1.21666667,1.37735849,0.47209261,0.25397302,relationship
neighbor,0.425,0.4,10,rank_fusion,E022,1,5,line,L054,7567060495963791278,true,1.05,0.8,1.25,1.5625,0.50542412,0.24516813,failure
neighbor,0.425,0.4,10,rank_fusion,E022,2,5,line,L063,2550724108362446449,true,1.175,0.85,1.175,1.38235294,0.53843198,0.23077668,change
neighbor,0.425,0.4,10,rank_fusion,E022,3,5,line,L027,10428351203441084270,true,0.975,0.85,1.175,1.38235294,0.51387328,0.25064178,relationship
neighbor,0.425,0.4,10,rank_fusion,E023,1,6,line,L068,12225648772027476851,true,1.03,0.83,1.17,1.40963855,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,rank_fusion,E023,2,6,line,L068,15146102931498470855,true,1.03,0.83,1.17,1.40963855,0.43495556,0.34937521,change
neighbor,0.425,0.4,10,rank_fusion,E023,3,6,line,L048,11516105883259442250,true,0.87,0.83,1.17,1.40963855,0.43255274,0.35975242,work
neighbor,0.425,0.4,10,rank_fusion,E024,1,6,line,L068,330473171419209412,true,0.87,0.79,1.17,1.48101266,0.51061319,0.38063633,change
neighbor,0.425,0.4,10,rank_fusion,E024,2,5,line,L032,16825835966078418111,true,1.05,0.825,1.15,1.39393939,0.51159863,0.28990894,relationship
neighbor,0.425,0.4,10,rank_fusion,E024,3,6,line,L004,1150077449655025461,true,1.19,0.79,1.19,1.50632911,0.54731384,0.27197478,choice
neighbor,0.425,0.4,10,rank_fusion,E025,1,10,line,L076,5288228495175161201,true,0.95,0.78333333,1.18333333,1.5106383,0.43309741,0.19088503,loss
neighbor,0.425,0.4,10,rank_fusion,E025,2,10,line,L066,12352902315759129894,true,0.81666667,0.81666667,1.20555556,1.47619048,0.46094501,0.27486681,change
neighbor,0.425,0.4,10,rank_fusion,E025,3,9,line,L085,17327024317641569776,true,1.025,0.8,1.225,1.53125,0.45776486,0.2700306,self
